Baud rate 2400, low carrier filter 1, 2dB boost
Frequency, Gain (dB), Gain (linear), Half gain (linear)
 1496.0000, 0.0485565611, 1.00561, 0.98480
 1504.0000, 0.0521259616, 1.00602, 0.98434
 1512.0000, 0.0558956223, 1.00646, 0.98393
 1520.0000, 0.0598731088, 1.00692, 0.98356
 1528.0000, 0.0640660954, 1.00740, 0.98324
 1536.0000, 0.0684823590, 1.00792, 0.98296
 1544.0000, 0.0731297724, 1.00845, 0.98273
 1552.0000, 0.0780162973, 1.00902, 0.98256
 1560.0000, 0.0831499775, 1.00962, 0.98243
 1568.0000, 0.0885389306, 1.01025, 0.98236
 1576.0000, 0.0941913403, 1.01090, 0.98234
 1584.0000, 0.1001154481, 1.01159, 0.98237
 1592.0000, 0.1063195448, 1.01232, 0.98247
 1600.0000, 0.1128119612, 1.01307, 0.98262
 1608.0000, 0.1196010589, 1.01386, 0.98283
 1616.0000, 0.1266952207, 1.01469, 0.98311
 1624.0000, 0.1341028408, 1.01556, 0.98344
 1632.0000, 0.1418323148, 1.01646, 0.98384
 1640.0000, 0.1498920285, 1.01741, 0.98431
 1648.0000, 0.1582903483, 1.01839, 0.98485
 1656.0000, 0.1670356092, 1.01942, 0.98545
 1664.0000, 0.1761361043, 1.02049, 0.98613
 1672.0000, 0.1856000734, 1.02160, 0.98687
 1680.0000, 0.1954356912, 1.02276, 0.98769
 1688.0000, 0.2056510554, 1.02396, 0.98858
 1696.0000, 0.2162541756, 1.02521, 0.98955
 1704.0000, 0.2272529606, 1.02651, 0.99059
 1712.0000, 0.2386552064, 1.02786, 0.99171
 1720.0000, 0.2504685844, 1.02926, 0.99291
 1728.0000, 0.2627006287, 1.03071, 0.99419
 1736.0000, 0.2753587243, 1.03221, 0.99555
 1744.0000, 0.2884500944, 1.03377, 0.99699
 1752.0000, 0.3019817884, 1.03538, 0.99852
 1760.0000, 0.3159606698, 1.03705, 1.00013
 1768.0000, 0.3303934036, 1.03877, 1.00182
 1776.0000, 0.3452864447, 1.04055, 1.00360
 1784.0000, 0.3606460260, 1.04239, 1.00547
 1792.0000, 0.3764781464, 1.04430, 1.00743
 1800.0000, 0.3927885593, 1.04626, 1.00947
 1808.0000, 0.4095827612, 1.04828, 1.01161
 1816.0000, 0.4268659809, 1.05037, 1.01383
 1824.0000, 0.4446431680, 1.05252, 1.01615
 1832.0000, 0.4629189830, 1.05474, 1.01856
 1840.0000, 0.4816977866, 1.05702, 1.02106
 1848.0000, 0.5009836299, 1.05937, 1.02365
 1856.0000, 0.5207802449, 1.06179, 1.02634
 1864.0000, 0.5410910351, 1.06428, 1.02912
 1872.0000, 0.5619190673, 1.06683, 1.03200
 1880.0000, 0.5832670627, 1.06946, 1.03497
 1888.0000, 0.6051373892, 1.07215, 1.03804
 1896.0000, 0.6275320544, 1.07492, 1.04120
 1904.0000, 0.6504526982, 1.07776, 1.04447
 1912.0000, 0.6739005867, 1.08067, 1.04782
 1920.0000, 0.6978766066, 1.08366, 1.05128
 1928.0000, 0.7223812594, 1.08672, 1.05483
 1936.0000, 0.7474146570, 1.08986, 1.05849
 1944.0000, 0.7729765178, 1.09307, 1.06223
 1952.0000, 0.7990661625, 1.09636, 1.06608
 1960.0000, 0.8256825117, 1.09973, 1.07002
 1968.0000, 0.8528240835, 1.10317, 1.07407
 1976.0000, 0.8804889911, 1.10669, 1.07821
 1984.0000, 0.9086749426, 1.11028, 1.08244
 1992.0000, 0.9373792395, 1.11396, 1.08678
 2000.0000, 0.9665987777, 1.11771, 1.09121
 2008.0000, 0.9963300473, 1.12154, 1.09574
 2016.0000, 1.0265691343, 1.12546, 1.10037
 2024.0000, 1.0573117224, 1.12945, 1.10509
 2032.0000, 1.0885530956, 1.13352, 1.10991
 2040.0000, 1.1202881407, 1.13767, 1.11482
 2048.0000, 1.1525113516, 1.14189, 1.11983
 2056.0000, 1.1852168327, 1.14620, 1.12494
 2064.0000, 1.2183983044, 1.15059, 1.13013
 2072.0000, 1.2520491074, 1.15505, 1.13542
 2080.0000, 1.2861622093, 1.15960, 1.14080
 2088.0000, 1.3207302100, 1.16422, 1.14628
 2096.0000, 1.3557453490, 1.16893, 1.15184
 2104.0000, 1.3911995123, 1.17371, 1.15750
 2112.0000, 1.4270842397, 1.17857, 1.16324
 2120.0000, 1.4633907332, 1.18350, 1.16907
 2128.0000, 1.5001098651, 1.18852, 1.17499
 2136.0000, 1.5372321866, 1.19361, 1.18099
 2144.0000, 1.5747479370, 1.19877, 1.18708
 2152.0000, 1.6126470529, 1.20402, 1.19325
 2160.0000, 1.6509191781, 1.20933, 1.19951
 2168.0000, 1.6895536731, 1.21472, 1.20584
 2176.0000, 1.7285396252, 1.22019, 1.21226
 2184.0000, 1.7678658592, 1.22573, 1.21875
 2192.0000, 1.8075209475, 1.23133, 1.22532
 2200.0000, 1.8474932208, 1.23701, 1.23196
 2208.0000, 1.8877707789, 1.24276, 1.23868
 2216.0000, 1.9283415015, 1.24858, 1.24546
 2224.0000, 1.9691930591, 1.25447, 1.25232
 2232.0000, 2.0103129240, 1.26042, 1.25925
 2240.0000, 2.0516883811, 1.26644, 1.26624
 2248.0000, 2.0933065392, 1.27252, 1.27330
 2256.0000, 2.1351543414, 1.27867, 1.28042
 2264.0000, 2.1772185767, 1.28488, 1.28760
 2272.0000, 2.2194858900, 1.29114, 1.29485
 2280.0000, 2.2619427936, 1.29747, 1.30214
 2288.0000, 2.3045756770, 1.30385, 1.30950
 2296.0000, 2.3473708182, 1.31029, 1.31690
 2304.0000, 2.3903143931, 1.31679, 1.32436
 2312.0000, 2.4333924866, 1.32333, 1.33186
 2320.0000, 2.4765911016, 1.32993, 1.33941
 2328.0000, 2.5198961695, 1.33658, 1.34700
 2336.0000, 2.5632935591, 1.34327, 1.35464
 2344.0000, 2.6067690864, 1.35001, 1.36231
 2352.0000, 2.6503085233, 1.35680, 1.37002
 2360.0000, 2.6938976065, 1.36362, 1.37776
 2368.0000, 2.7375220458, 1.37049, 1.38553
 2376.0000, 2.7811675329, 1.37739, 1.39334
 2384.0000, 2.8248197484, 1.38433, 1.40117
 2392.0000, 2.8684643704, 1.39131, 1.40902
 2400.0000, 2.9120870813, 1.39831, 1.41689
 2408.0000, 2.9556735746, 1.40535, 1.42478
 2416.0000, 2.9992095625, 1.41241, 1.43269
 2424.0000, 3.0426807812, 1.41950, 1.44060
 2432.0000, 3.0860729979, 1.42660, 1.44853
 2440.0000, 3.1293720160, 1.43373, 1.45646
 2448.0000, 3.1725636805, 1.44088, 1.46440
 2456.0000, 3.2156338837, 1.44804, 1.47234
 2464.0000, 3.2585685692, 1.45522, 1.48027
 2472.0000, 3.3013537368, 1.46241, 1.48820
 2480.0000, 3.3439754465, 1.46960, 1.49612
 2488.0000, 3.3864198224, 1.47680, 1.50403
 2496.0000, 3.4286730560, 1.48400, 1.51193
 2504.0000, 3.4707214093, 1.49120, 1.51980
 2512.0000, 3.5125512182, 1.49840, 1.52765
 2520.0000, 3.5541488942, 1.50559, 1.53548
 2528.0000, 3.5955009274, 1.51278, 1.54329
 2536.0000, 3.6365938878, 1.51995, 1.55106
 2544.0000, 3.6774144274, 1.52711, 1.55879
 2552.0000, 3.7179492813, 1.53425, 1.56649
 2560.0000, 3.7581852689, 1.54138, 1.57415
 2568.0000, 3.7981092945, 1.54848, 1.58176
 2576.0000, 3.8377083477, 1.55556, 1.58933
 2584.0000, 3.8769695043, 1.56260, 1.59684
 2592.0000, 3.9158799254, 1.56962, 1.60430
 2600.0000, 3.9544268575, 1.57660, 1.61170
 2608.0000, 3.9925976323, 1.58354, 1.61904
 2616.0000, 4.0303796653, 1.59045, 1.62632
 2624.0000, 4.0677604553, 1.59731, 1.63352
 2632.0000, 4.1047275829, 1.60412, 1.64066
 2640.0000, 4.1412687090, 1.61088, 1.64772
 2648.0000, 4.1773715734, 1.61759, 1.65470
 2656.0000, 4.2130239927, 1.62424, 1.66160
 2664.0000, 4.2482138582, 1.63084, 1.66841
 2672.0000, 4.2829291339, 1.63737, 1.67513
 2680.0000, 4.3171578536, 1.64383, 1.68176
 2688.0000, 4.3508881185, 1.65023, 1.68829
 2696.0000, 4.3841080944, 1.65655, 1.69473
 2704.0000, 4.4168060087, 1.66280, 1.70106
 2712.0000, 4.4489701471, 1.66897, 1.70728
 2720.0000, 4.4805888503, 1.67506, 1.71339
 2728.0000, 4.5116505105, 1.68106, 1.71939
 2736.0000, 4.5421435680, 1.68697, 1.72527
 2744.0000, 4.5720565069, 1.69279, 1.73103
 2752.0000, 4.6013778519, 1.69851, 1.73667
 2760.0000, 4.6300961635, 1.70414, 1.74217
 2768.0000, 4.6582000342, 1.70966, 1.74755
 2776.0000, 4.6856780842, 1.71508, 1.75279
 2784.0000, 4.7125189565, 1.72039, 1.75789
 2792.0000, 4.7387113130, 1.72558, 1.76286
 2800.0000, 4.7642438293, 1.73066, 1.76767
 2808.0000, 4.7891051899, 1.73562, 1.77234
 2816.0000, 4.8132840833, 1.74046, 1.77686
 2824.0000, 4.8367691972, 1.74517, 1.78122
 2832.0000, 4.8595492129, 1.74976, 1.78542
 2840.0000, 4.8816128002, 1.75421, 1.78946
 2848.0000, 4.9029486121, 1.75852, 1.79334
 2856.0000, 4.9235452790, 1.76270, 1.79704
 2864.0000, 4.9433914033, 1.76673, 1.80058
 2872.0000, 4.9624755535, 1.77061, 1.80394
 2880.0000, 4.9807862586, 1.77435, 1.80713
 2888.0000, 4.9983120015, 1.77793, 1.81013
 2896.0000, 5.0150412135, 1.78136, 1.81295
 2904.0000, 5.0309622679, 1.78463, 1.81558
 2912.0000, 5.0460634734, 1.78774, 1.81802
 2920.0000, 5.0603330680, 1.79067, 1.82027
 2928.0000, 5.0737592119, 1.79344, 1.82233
 2936.0000, 5.0863299813, 1.79604, 1.82418
 2944.0000, 5.0980333610, 1.79846, 1.82584
 2952.0000, 5.1088572375, 1.80071, 1.82728
 2960.0000, 5.1187893921, 1.80277, 1.82853
 2968.0000, 5.1278174931, 1.80464, 1.82956
 2976.0000, 5.1359290885, 1.80633, 1.83038
 2984.0000, 5.1431115982, 1.80782, 1.83098
 2992.0000, 5.1493523062, 1.80912, 1.83137
 3000.0000, 5.1546383523, 1.81022, 1.83154
 3008.0000, 5.1589567243, 1.81112, 1.83148
 3016.0000, 5.1622942488, 1.81182, 1.83120
 3024.0000, 5.1646375831, 1.81231, 1.83069
 3032.0000, 5.1659732056, 1.81259, 1.82995
 3040.0000, 5.1662874075, 1.81265, 1.82898
 3048.0000, 5.1655662821, 1.81250, 1.82778
 3056.0000, 5.1637957161, 1.81213, 1.82634
 3064.0000, 5.1609613789, 1.81154, 1.82466
 3072.0000, 5.1570487125, 1.81072, 1.82274
 3080.0000, 5.1520429205, 1.80968, 1.82058
 3088.0000, 5.1459289575, 1.80841, 1.81817
 3096.0000, 5.1386915171, 1.80690, 1.81552
 3104.0000, 5.1303150204, 1.80516, 1.81262
 3112.0000, 5.1207836036, 1.80318, 1.80947
 3120.0000, 5.1100811051, 1.80096, 1.80607
 3128.0000, 5.0981910529, 1.79850, 1.80242
 3136.0000, 5.0850966501, 1.79579, 1.79851
 3144.0000, 5.0707807612, 1.79283, 1.79435
 3152.0000, 5.0552258971, 1.78962, 1.78992
 3160.0000, 5.0384141997, 1.78616, 1.78524
 3168.0000, 5.0203274258, 1.78245, 1.78031
 3176.0000, 5.0009469304, 1.77847, 1.77511
 3184.0000, 4.9802536491, 1.77424, 1.76964
 3192.0000, 4.9582280800, 1.76975, 1.76392
 3200.0000, 4.9348502646, 1.76499, 1.75793
 3208.0000, 4.9100997676, 1.75997, 1.75168
 3216.0000, 4.8839556562, 1.75468, 1.74516
 3224.0000, 4.8563964783, 1.74912, 1.73837
 3232.0000, 4.8274002393, 1.74329, 1.73132
 3240.0000, 4.7969443781, 1.73719, 1.72400
 3248.0000, 4.7650057417, 1.73081, 1.71641
 3256.0000, 4.7315605589, 1.72416, 1.70856
 3264.0000, 4.6965844118, 1.71723, 1.70043
 3272.0000, 4.6600522070, 1.71003, 1.69204
 3280.0000, 4.6219381439, 1.70254, 1.68338
 3288.0000, 4.5822156825, 1.69477, 1.67444
 3296.0000, 4.5408575088, 1.68672, 1.66524
 3304.0000, 4.4978354979, 1.67839, 1.65577
 3312.0000, 4.4531206761, 1.66977, 1.64603
 3320.0000, 4.4066831800, 1.66086, 1.63602
 3328.0000, 4.3584922132, 1.65168, 1.62575
 3336.0000, 4.3085160008, 1.64220, 1.61520
 3344.0000, 4.2567217411, 1.63244, 1.60439
 3352.0000, 4.2030755541, 1.62238, 1.59330
 3360.0000, 4.1475424272, 1.61204, 1.58196
 3368.0000, 4.0900861572, 1.60142, 1.57034
 3376.0000, 4.0306692886, 1.59050, 1.55846
 3384.0000, 3.9692530484, 1.57929, 1.54632
 3392.0000, 3.9057972760, 1.56780, 1.53391
 3400.0000, 3.8402603491, 1.55601, 1.52124
 3408.0000, 3.7725991039, 1.54394, 1.50831
 3416.0000, 3.7027687508, 1.53158, 1.49512
 3424.0000, 3.6307227832, 1.51892, 1.48167
 3432.0000, 3.5564128811, 1.50598, 1.46796
 3440.0000, 3.4797888067, 1.49276, 1.45400
 3448.0000, 3.4007982933, 1.47924, 1.43978
 3456.0000, 3.3193869261, 1.46544, 1.42531
 3464.0000, 3.2354980132, 1.45136, 1.41058
 3472.0000, 3.1490724481, 1.43699, 1.39561
 3480.0000, 3.0600485611, 1.42234, 1.38039
 3488.0000, 2.9683619589, 1.40740, 1.36492
 3496.0000, 2.8739453520, 1.39219, 1.34921
 3504.0000, 2.7767283682, 1.37669, 1.33325
 3512.0000, 2.6766373509, 1.36092, 1.31706
 3520.0000, 2.5735951402, 1.34487, 1.30063
 3528.0000, 2.4675208367, 1.32854, 1.28396
 3536.0000, 2.3583295434, 1.31195, 1.26705
 3544.0000, 2.2459320872, 1.29508, 1.24992
 3552.0000, 2.1302347136, 1.27794, 1.23256
 3560.0000, 2.0111387557, 1.26054, 1.21497
 3568.0000, 1.8885402712, 1.24287, 1.19716
 3576.0000, 1.7623296468, 1.22494, 1.17913
 3584.0000, 1.6323911638, 1.20676, 1.16088
 3592.0000, 1.4986025220, 1.18831, 1.14242
 3600.0000, 1.3608343168, 1.16961, 1.12374
 3608.0000, 1.2189494620, 1.15066, 1.10485
 3616.0000, 1.0728025550, 1.13146, 1.08576
 3624.0000, 0.9222391732, 1.11202, 1.06647
 3632.0000, 0.7670950962, 1.09233, 1.04697
 3640.0000, 0.6071954416, 1.07241, 1.02728
 3648.0000, 0.4423537036, 1.05225, 1.00739
 3656.0000, 0.2723706816, 1.03185, 0.98732
 3664.0000, 0.0970332821, 1.01123, 0.96705
 3672.0000, -0.0838868236, 0.99039, 0.94661
 3680.0000, -0.2706347077, 0.96932, 0.92598
 3688.0000, -0.4634738849, 0.94804, 0.90518
 3696.0000, -0.6626882325, 0.92654, 0.88420
 3704.0000, -0.8685841666, 0.90484, 0.86306
 3712.0000, -1.0814931168, 0.88293, 0.84175
 3720.0000, -1.3017743489, 0.86082, 0.82028
 3728.0000, -1.5298181976, 0.83851, 0.79866
 3736.0000, -1.7660497822, 0.81601, 0.77688
 3744.0000, -2.0109332931, 0.79333, 0.75495
 3752.0000, -2.2649769607, 0.77046, 0.73287
 3760.0000, -2.5287388376, 0.74742, 0.71065
 3768.0000, -2.8028335631, 0.72420, 0.68830
 3776.0000, -3.0879403139, 0.70081, 0.66581
 3784.0000, -3.3848122022, 0.67727, 0.64319
 3792.0000, -3.6942874477, 0.65356, 0.62045
 3800.0000, -4.0173027421, 0.62970, 0.59759
 3808.0000, -4.3549093432, 0.60570, 0.57461
 3816.0000, -4.7082925960, 0.58155, 0.55152
 3824.0000, -5.0787957961, 0.55726, 0.52832
 3832.0000, -5.4679496077, 0.53285, 0.50502
 3840.0000, -5.8775086649, 0.50831, 0.48162
 3848.0000, -6.3094975688, 0.48364, 0.45813
 3856.0000, -6.7662693329, 0.45887, 0.43454
 3864.0000, -7.2505805505, 0.43398, 0.41087
 3872.0000, -7.7656893776, 0.40899, 0.38713
 3880.0000, -8.3154851802, 0.38391, 0.36330
 3888.0000, -8.9046629790, 0.35873, 0.33940
 3896.0000, -9.5389626554, 0.33347, 0.31544
 3904.0000, -10.2255040986, 0.30812, 0.29142
 3912.0000, -10.9732685285, 0.28271, 0.26733
 3920.0000, -11.7938098768, 0.25722, 0.24320
 3928.0000, -12.7023422589, 0.23168, 0.21901
 3936.0000, -13.7194706505, 0.20608, 0.19479
 3944.0000, -14.8740833039, 0.18042, 0.17052
 3952.0000, -16.2084889344, 0.15473, 0.14623
 3960.0000, -17.7882801230, 0.12900, 0.12190
 3968.0000, -19.7233433397, 0.10324, 0.09755
 3976.0000, -22.2196779291, 0.07745, 0.07318
 3984.0000, -25.7397600334, 0.05164, 0.04879
 3992.0000, -31.7593140533, 0.02582, 0.02440
 4000.0000, -305.9192516316, 0.00000, 0.00000

Magnitude at band edges

    0.0743 9.99998E-01
    0.1372 1.00000E+00
    0.0743 9.99998E-01
    0.1372 1.00000E+00
    0.2743 1.23303E+00
    0.3829 1.81163E+00
    0.2743 1.23303E+00
    0.3829 1.81163E+00
Baud rate 2743, high carrier filter 10, 2.5dB to 2.5dB+5.0dB boost
Frequency, Gain (dB), Gain (linear), Half gain (linear)
    0.0000, -0.0057104644, 0.99934, 0.95330
    8.0000, -0.0057074260, 0.99934, 0.95332
   16.0000, -0.0056983186, 0.99934, 0.95338
   24.0000, -0.0056831651, 0.99935, 0.95347
   32.0000, -0.0056620039, 0.99935, 0.95360
   40.0000, -0.0056348884, 0.99935, 0.95377
   48.0000, -0.0056018870, 0.99936, 0.95397
   56.0000, -0.0055630827, 0.99936, 0.95421
   64.0000, -0.0055185734, 0.99936, 0.95448
   72.0000, -0.0054684706, 0.99937, 0.95480
   80.0000, -0.0054129001, 0.99938, 0.95514
   88.0000, -0.0053520007, 0.99938, 0.95553
   96.0000, -0.0052859245, 0.99939, 0.95595
  104.0000, -0.0052148357, 0.99940, 0.95640
  112.0000, -0.0051389106, 0.99941, 0.95689
  120.0000, -0.0050583370, 0.99942, 0.95741
  128.0000, -0.0049733131, 0.99943, 0.95797
  136.0000, -0.0048840476, 0.99944, 0.95856
  144.0000, -0.0047907582, 0.99945, 0.95918
  152.0000, -0.0046936717, 0.99946, 0.95984
  160.0000, -0.0045930228, 0.99947, 0.96052
  168.0000, -0.0044890533, 0.99948, 0.96124
  176.0000, -0.0043820117, 0.99950, 0.96199
  184.0000, -0.0042721521, 0.99951, 0.96277
  192.0000, -0.0041597334, 0.99952, 0.96358
  200.0000, -0.0040450186, 0.99953, 0.96442
  208.0000, -0.0039282739, 0.99955, 0.96529
  216.0000, -0.0038097678, 0.99956, 0.96619
  224.0000, -0.0036897705, 0.99958, 0.96711
  232.0000, -0.0035685527, 0.99959, 0.96806
  240.0000, -0.0034463849, 0.99960, 0.96903
  248.0000, -0.0033235366, 0.99962, 0.97003
  256.0000, -0.0032002754, 0.99963, 0.97106
  264.0000, -0.0030768662, 0.99965, 0.97210
  272.0000, -0.0029535703, 0.99966, 0.97317
  280.0000, -0.0028306447, 0.99967, 0.97427
  288.0000, -0.0027083413, 0.99969, 0.97538
  296.0000, -0.0025869060, 0.99970, 0.97651
  304.0000, -0.0024665782, 0.99972, 0.97766
  312.0000, -0.0023475898, 0.99973, 0.97883
  320.0000, -0.0022301647, 0.99974, 0.98002
  328.0000, -0.0021145181, 0.99976, 0.98122
  336.0000, -0.0020008558, 0.99977, 0.98244
  344.0000, -0.0018893739, 0.99978, 0.98367
  352.0000, -0.0017802579, 0.99980, 0.98492
  360.0000, -0.0016736823, 0.99981, 0.98618
  368.0000, -0.0015698102, 0.99982, 0.98745
  376.0000, -0.0014687930, 0.99983, 0.98873
  384.0000, -0.0013707696, 0.99984, 0.99002
  392.0000, -0.0012758665, 0.99985, 0.99131
  400.0000, -0.0011841975, 0.99986, 0.99262
  408.0000, -0.0010958631, 0.99987, 0.99393
  416.0000, -0.0010109508, 0.99988, 0.99525
  424.0000, -0.0009295346, 0.99989, 0.99657
  432.0000, -0.0008516751, 0.99990, 0.99790
  440.0000, -0.0007774195, 0.99991, 0.99922
  448.0000, -0.0007068015, 0.99992, 1.00055
  456.0000, -0.0006398415, 0.99993, 1.00188
  464.0000, -0.0005765468, 0.99993, 1.00321
  472.0000, -0.0005169116, 0.99994, 1.00453
  480.0000, -0.0004609174, 0.99995, 1.00586
  488.0000, -0.0004085332, 0.99995, 1.00718
  496.0000, -0.0003597158, 0.99996, 1.00849
  504.0000, -0.0003144106, 0.99996, 1.00980
  512.0000, -0.0002725513, 0.99997, 1.01109
  520.0000, -0.0002340611, 0.99997, 1.01239
  528.0000, -0.0001988529, 0.99998, 1.01367
  536.0000, -0.0001668299, 0.99998, 1.01494
  544.0000, -0.0001378862, 0.99998, 1.01620
  552.0000, -0.0001119075, 0.99999, 1.01744
  560.0000, -0.0000887720, 0.99999, 1.01868
  568.0000, -0.0000683505, 0.99999, 1.01989
  576.0000, -0.0000505080, 0.99999, 1.02110
  584.0000, -0.0000351038, 1.00000, 1.02228
  592.0000, -0.0000219925, 1.00000, 1.02345
  600.0000, -0.0000110251, 1.00000, 1.02460
  608.0000, -0.0000020494, 1.00000, 1.02573
  616.0000, 0.0000050887, 1.00000, 1.02684
  624.0000, 0.0000105448, 1.00000, 1.02793
  632.0000, 0.0000144749, 1.00000, 1.02900
  640.0000, 0.0000170342, 1.00000, 1.03004
  648.0000, 0.0000183769, 1.00000, 1.03106
  656.0000, 0.0000186550, 1.00000, 1.03205
  664.0000, 0.0000180172, 1.00000, 1.03302
  672.0000, 0.0000166087, 1.00000, 1.03396
  680.0000, 0.0000145697, 1.00000, 1.03488
  688.0000, 0.0000120352, 1.00000, 1.03576
  696.0000, 0.0000091338, 1.00000, 1.03662
  704.0000, 0.0000059873, 1.00000, 1.03745
  712.0000, 0.0000027101, 1.00000, 1.03824
  720.0000, -0.0000005920, 1.00000, 1.03901
  728.0000, -0.0000038218, 1.00000, 1.03974
  736.0000, -0.0000068911, 1.00000, 1.04044
  744.0000, -0.0000097221, 1.00000, 1.04111
  752.0000, -0.0000122465, 1.00000, 1.04174
  760.0000, -0.0000144069, 1.00000, 1.04234
  768.0000, -0.0000161565, 1.00000, 1.04291
  776.0000, -0.0000174595, 1.00000, 1.04344
  784.0000, -0.0000182909, 1.00000, 1.04393
  792.0000, -0.0000186369, 1.00000, 1.04439
  800.0000, -0.0000184945, 1.00000, 1.04481
  808.0000, -0.0000178716, 1.00000, 1.04520
  816.0000, -0.0000167862, 1.00000, 1.04554
  824.0000, -0.0000152667, 1.00000, 1.04585
  832.0000, -0.0000133509, 1.00000, 1.04612
  840.0000, -0.0000110855, 1.00000, 1.04635
  848.0000, -0.0000085254, 1.00000, 1.04655
  856.0000, -0.0000057331, 1.00000, 1.04670
  864.0000, -0.0000027773, 1.00000, 1.04682
  872.0000, 0.0000002678, 1.00000, 1.04689
  880.0000, 0.0000033242, 1.00000, 1.04693
  888.0000, 0.0000063107, 1.00000, 1.04693
  896.0000, 0.0000091451, 1.00000, 1.04688
  904.0000, 0.0000117452, 1.00000, 1.04680
  912.0000, 0.0000140312, 1.00000, 1.04668
  920.0000, 0.0000159267, 1.00000, 1.04652
  928.0000, 0.0000173615, 1.00000, 1.04632
  936.0000, 0.0000182734, 1.00000, 1.04609
  944.0000, 0.0000186104, 1.00000, 1.04581
  952.0000, 0.0000183332, 1.00000, 1.04549
  960.0000, 0.0000174177, 1.00000, 1.04514
  968.0000, 0.0000158578, 1.00000, 1.04475
  976.0000, 0.0000136680, 1.00000, 1.04432
  984.0000, 0.0000108864, 1.00000, 1.04385
  992.0000, 0.0000075781, 1.00000, 1.04335
 1000.0000, 0.0000038377, 1.00000, 1.04280
 1008.0000, -0.0000002065, 1.00000, 1.04223
 1016.0000, -0.0000043900, 1.00000, 1.04161
 1024.0000, -0.0000085078, 1.00000, 1.04097
 1032.0000, -0.0000123110, 1.00000, 1.04028
 1040.0000, -0.0000155030, 1.00000, 1.03957
 1048.0000, -0.0000177357, 1.00000, 1.03882
 1056.0000, -0.0000186053, 1.00000, 1.03804
 1064.0000, -0.0000176484, 1.00000, 1.03722
 1072.0000, -0.0000143376, 1.00000, 1.03638
 1080.0000, -0.0000080775, 1.00000, 1.03550
 1088.0000, 0.0000018001, 1.00000, 1.03460
 1096.0000, 0.0000160401, 1.00000, 1.03366
 1104.0000, 0.0000354689, 1.00000, 1.03270
 1112.0000, 0.0000609990, 1.00001, 1.03172
 1120.0000, 0.0000936335, 1.00001, 1.03070
 1128.0000, 0.0001344709, 1.00002, 1.02966
 1136.0000, 0.0001847094, 1.00002, 1.02860
 1144.0000, 0.0002456524, 1.00003, 1.02752
 1152.0000, 0.0003187124, 1.00004, 1.02641
 1160.0000, 0.0004054164, 1.00005, 1.02529
 1168.0000, 0.0005074103, 1.00006, 1.02414
 1176.0000, 0.0006264638, 1.00007, 1.02298
 1184.0000, 0.0007644752, 1.00009, 1.02180
 1192.0000, 0.0009234760, 1.00011, 1.02061
 1200.0000, 0.0011056357, 1.00013, 1.01940
 1208.0000, 0.0013132664, 1.00015, 1.01818
 1216.0000, 0.0015488273, 1.00018, 1.01695
 1224.0000, 0.0018149292, 1.00021, 1.01571
 1232.0000, 0.0021143391, 1.00024, 1.01446
 1240.0000, 0.0024499844, 1.00028, 1.01320
 1248.0000, 0.0028249572, 1.00033, 1.01194
 1256.0000, 0.0032425181, 1.00037, 1.01068
 1264.0000, 0.0037061009, 1.00043, 1.00941
 1272.0000, 0.0042193155, 1.00049, 1.00814
 1280.0000, 0.0047859525, 1.00055, 1.00687
 1288.0000, 0.0054099859, 1.00062, 1.00561
 1296.0000, 0.0060955770, 1.00070, 1.00435
 1304.0000, 0.0068470773, 1.00079, 1.00309
 1312.0000, 0.0076690316, 1.00088, 1.00185
 1320.0000, 0.0085661805, 1.00099, 1.00061
 1328.0000, 0.0095434629, 1.00110, 0.99938
 1336.0000, 0.0106060183, 1.00122, 0.99817
 1344.0000, 0.0117591890, 1.00135, 0.99697
 1352.0000, 0.0130085212, 1.00150, 0.99578
 1360.0000, 0.0143597669, 1.00165, 0.99462
 1368.0000, 0.0158188850, 1.00182, 0.99348
 1376.0000, 0.0173920417, 1.00200, 0.99235
 1384.0000, 0.0190856112, 1.00220, 0.99125
 1392.0000, 0.0209061759, 1.00241, 0.99018
 1400.0000, 0.0228605259, 1.00264, 0.98914
 1408.0000, 0.0249556588, 1.00288, 0.98812
 1416.0000, 0.0271987781, 1.00314, 0.98713
 1424.0000, 0.0295972922, 1.00341, 0.98618
 1432.0000, 0.0321588129, 1.00371, 0.98527
 1440.0000, 0.0348911525, 1.00403, 0.98439
 1448.0000, 0.0378023215, 1.00436, 0.98355
 1456.0000, 0.0409005259, 1.00472, 0.98275
 1464.0000, 0.0441941629, 1.00510, 0.98199
 1472.0000, 0.0476918179, 1.00551, 0.98128
 1480.0000, 0.0514022589, 1.00594, 0.98062
 1488.0000, 0.0553344329, 1.00639, 0.98000
 1496.0000, 0.0594974594, 1.00687, 0.97944
 1504.0000, 0.0639006252, 1.00738, 0.97893
 1512.0000, 0.0685533779, 1.00792, 0.97847
 1520.0000, 0.0734653188, 1.00849, 0.97807
 1528.0000, 0.0786461959, 1.00910, 0.97773
 1536.0000, 0.0841058960, 1.00973, 0.97745
 1544.0000, 0.0898544362, 1.01040, 0.97723
 1552.0000, 0.0959019553, 1.01110, 0.97708
 1560.0000, 0.1022587041, 1.01184, 0.97699
 1568.0000, 0.1089350360, 1.01262, 0.97697
 1576.0000, 0.1159413965, 1.01344, 0.97702
 1584.0000, 0.1232883125, 1.01430, 0.97715
 1592.0000, 0.1309863808, 1.01519, 0.97735
